repo,sha
benbaptist/minecraft-wrapper,e1929fecb0f164a2b9dfc4b7d257375781afce53
siegfried415/portia-dashboard,c5ff01872135a4da1d14d85e5f1a27c296a2a0a2
Kwola/kwola,af88c82fc01f257566694474c4c5fddd87d4e4d0
swagger-api/swagger-core,88d8a55acd360090fb39c7c3547434cf18658322
robinostlund/homeassistant-volkswagencarnet,257d37a6f6464ab861e266c4b3b447f424caba8c
ilius/pyglossary,57a91db191e9024dcf66c111259b0b1209666c5f
ThePrez/ServiceCommander-IBMi,e61148efe2b46f2a998411da12b7779b86985ced
bumptech/glide,76ba99d4c6bb7e0c2bd64ae083ec0ab51be8cd5c
prismmodelchecker/prism,d41897dce96774a762e642d0174fa60abd07c518
chipsalliance/riscv-dv,db2a5dffd0cc6ae58d240dae10e2c337a3f88b4d
AzureAD/azure-activedirectory-library-for-android,0577592a5cdf19670dfca2e7530b446b75ac9f30
MoreUnit/MoreUnit-Eclipse,e227d9651f03db2664fe2edb182667ae6cbb9569
Sygil-Dev/sygil-webui,b9d97c9816251933d094f1dae43d2c631a07db7a
chen3feng/blade-build,02797cc7431aee8c6fae72c5d114a7ee835d2784
oddluck/limnoria-plugins,060c8480b0700b541208a59bf3937a5c654f6047
SAML-Toolkits/python3-saml,e2e38b9854d17fd3c43ce1dff86f1668049eae0b
siegfried415/portia-dashboard,0e354a3789b1baf4465fee14f34697960abcd08c
h6ah4i/android-advancedrecyclerview,abaf1da47986bf610de3dae64528c17e983b8298
opensearch-project/opensearch-hadoop,ce727d59effe12491a2c144f994c16905c3ec4d2
pyodide/pyodide,6e561d2b19ccfc7450260182a79399f88eab153d
battlecode/battlecode21,4e267797f8a1ca3f63e0698bea72fb1241f13e6e
CoLRev-Environment/colrev,0ab73450e15a1e33b942045c5bacbccc8572dd10
hmakelin/gisnav,a2074ea98305403a856496707fde36cad9aebab3
BlueBrain/NeuroMorphoVis,d7c62e2e724f63f667256f7e6a39759cf2435355
creativecommons/cc-legal-tools-app,369d590c7f45d7ee560da24ff2ab4f02f79d039a
lets-blade/blade,96c328650e22e5a0b334123c579f037bdfd5c895
DataDog/jmxfetch,fd33670b66666411378047a7e8834bcb10d24a99
release-engineering/iib,f263e2d9958229f0e3b6128c444b513400e24c03
crownpku/Rasa_NLU_Chi,e1ec2e47d0ed844f16799503a95ed7d7df8da0d1
opensearch-project/opensearch-hadoop,c137b8dd0b1d79d5b27dffdaed9f61825710fe42
kellyjonbrazil/jc,4ff9952938d0654376efc94ca7d8a12f6df171af
HDI-Project/ATM,e642ba959156067db493e45901c84e4ad0a996cc
KeithSloan/GDML,952b90e24b0f9b023a525c91ddb1f7d736781a29
osmdroid/osmdroid,6e75e4a445028811daef78980faafd2b0e3d59cb
riffnshred/nhl-led-scoreboard,b1f338aa61351f04559cc61bb7b597df364fa020
prismmodelchecker/prism,30e24567d50e834c8b471cbeec78328de02462c2
rizac/stream2segment,20e4f9ea85b2fb7537d6e2b196b4d5f8f37681b7
themix-project/themix-gui,bce9d3d042614aacdc32314f166eb484c02631db
sedmelluq/lavaplayer,8b65f554d7b0d78051631e79404fec881627f6a8
Backbase/bb-fuel,70ddabdf0f6edaf755fc486040a088241842b981
52North/arctic-sea,69814d09672678f3c85b8f7d8dccf5c545c328c4
Deltares/dfm_tools,ff67135f0c0e0a3bbea554280b38ecac94b8b597
augmentedstartups/AS-One,dafc0956b6187c17e5967123e25768e2ca0520ca
glic3rinu/django-orchestra,48f7225907e9adb2e33ada5ff2b356ff54efa8aa
Lingotek/filesystem-connector,7c269e9b103dcb4b82b8bc989371b0389f3b294f
Kwola/kwola,108dae6ac62431ef173ed2c022b6856e3f6eaa5b
milvus-io/pymilvus,8fd6d9825622e54a1e863fa12ee2004129d3a541
release-engineering/iib,0b62b6e5768952631a0db13b9dbf2ee926822113
flasgger/flasgger,b107abf5002711f2844c87b87634774a2ba99064
decentralized-identity/universal-resolver,4745daad7fcbee6de463be0452f33a6ae8810b64
rakam-io/rakam-api,562f74accd870641f6d1ee56d5dad45e4f56d142
sedmelluq/lavaplayer,303d4e5390ced895e064847a87c840a8bd9e299a
dadoonet/fscrawler,2d2846a8ee1289068ceef29f80d9603d81a73134
decentralized-identity/universal-resolver,a587c58b4470cd231f26b2dcb9987f47c8239c9b
bup/bup,63c1a8c02851b74309676588123d49710e1ecb29
prismmodelchecker/prism,b54050a19983cc041d3396a4c5c8364ab0c8cf6e
target/strelka,e34927a92a79fb3e31902307162702a185f2df7b
Backbase/bb-fuel,6eed7bfaf000c5bba297ac46222e5be32943a7c2
clulab/processors,af292ef1d6e0eb165a378c3a91c94905e0b13666
chen3feng/blade-build,c152cf306a5ff98ec6400d3fad0517bb12b662d9
opensearch-project/opensearch-hadoop,d731e2b2a4dc3f7780980c168885f96d0af6c2b9
swagger-api/swagger-core,f902066cf50c52c44ed7590701d2e93b7ea89f25
creativecommons/cc-legal-tools-app,cc99144ed9466022aca598bfb5d52785a3c7c24c
swagger-api/swagger-core,f4454dd95bdfba8ccad9c41933c8c958637324ed
kokorin/Jaffree,b712b917c49ddaa9dceb530b4d7282a8c19b1563
sedmelluq/lavaplayer,942fcdf14cd3d7c23aa1936b0b8348104677d34e
rpoleski/MulensModel,305fdfeaa1573797e348db1b245ff0e2bbf5652a
Deltares/dfm_tools,23506019277ddb4e2ff31d969d01e142a08c1fe9
joshgontijo/rest-client,3f418d7c31ca1918b6098b81ca679b478bd0c488
neurostuff/NiMARE,f5e43bb17511a60eb9f9f41d1d38e9a80316d4cd
siegfried415/portia-dashboard,a4fd1c802168841a68f0f460e4efd872bcfc1ebb
mhostetter/galois,db5c3122d8beac60e345b89a9cd89bce11454b7a
clulab/processors,e2094c3a530eee48ceb2673122c5c1095806673e
Kwola/kwola,89432f1c3bbd7ccbac9d3bfef18b79cf72a97e71
openfisca/country-template,5bfe2984cbb0390109564f6a820e5de54e052013
oddluck/limnoria-plugins,473269d099ce8897bfb273721e3e4b603edb4f02
martinpaljak/GlobalPlatformPro,d63e7a91f27cb3172bf9b9517eb11d55c427050a
3dcitydb/importer-exporter,eded33a7652d6d7086f3fcded4248f24db9e3007
MoreUnit/MoreUnit-Eclipse,136e0c3173db020746037944413b413dc3398ad2
chen3feng/blade-build,af28cdde979c02a471981f5ac4ae9445ba2fdc02
robinostlund/homeassistant-volkswagencarnet,ceae452b2bbbea79cb1e1c4adb7b9f9c4b4d7f40
robinostlund/homeassistant-volkswagencarnet,08b87a2f52af76da390d8ce07e792c3e2c315cdf
CoLRev-Environment/colrev,adc7a06e25313ef05a87caedd1a6818992186c8f
jenkinsci/blueocean-plugin,fb8ab8903a29473cb566ea5e7717602f536d6960
SAML-Toolkits/python3-saml,72df76ba5282bd635e48e27093031a54556fbd67
pythonindia/junction,0988168f0b42a7fa2f3d685167ef309372bd913f
eclipse-m2e/m2e-core,50a5edd278f7c4ea4cadcd2b4ba4aacde94c88c9
Colin-b/pyxelrest,5774a6f4d224332d72da4e85a7d729bdf1c1cea6
gwu-libraries/launchpad,b50b598301ba33bc8c62f327551e60f5808bc7f3
INRIA/spoon,3ccd1790a203b2ebe63cd0af796da9dac6760a14
oddluck/limnoria-plugins,492e4fbee52c696146790863c5a5a0caf44b6a5c
CodeDefenders/CodeDefenders,e08b0380f6df457b86db3ea815e1f4ead824b13c
MoreUnit/MoreUnit-Eclipse,43113ec38a0a3cf11d7c6cfa7ac35091666b1b67
benbaptist/minecraft-wrapper,2a41b95fb5dcc83ad1fa400da7c96fd148e34a7f
opensearch-project/opensearch-hadoop,8c12524d8dcdcb175ede8c489708556311d20c51
oddluck/limnoria-plugins,cf8ec033076e5a5cb91b455c576b330a12760ea8
kellyjonbrazil/jc,de647bba4aff84f7b513cf7f6fec8d3933b0d9da
rakam-io/rakam-api,5d1115eb2dcb3a537ff33fcdddb8facc586a3fdf
egonw/bacting,9062980fe69b98c9a36a4a5bca8af0f81b2ecbc2
JakeWharton/butterknife,75a1f335fc60c43c9c5d0af68aae990fcdfa6887
prismmodelchecker/prism,fffba04b3b70f19da5a5a283848989fb85d11329
bup/bup,c8af075fbf5fe45ceaf411dc01f7016290e8d794
52North/arctic-sea,438f69273412a10444ca726db8b34526254ec136
augmentedstartups/AS-One,47d4558dccb1cc6079f2242699cbfc0b2422c271
huaweicloud/spring-cloud-huawei,439a7fc94ed8e4c3e50fd7edcbeaf654f5194c0f
mhostetter/galois,3ce5fd90f442a998bb0e57acb9ed1332c776d2c5
lets-blade/blade,130b89ab36f3fe62980811dee4d1e0d0c8e87302
BlueBrain/NeuroMorphoVis,0ccf41e83ffd119a29ff6d6d86a07dda62f530b0
HDI-Project/ATM,4ce6bf2dbd1f0c6b8fb44de5a1840461aa68e955
DaveJarvis/KeenWrite,2eff5eccbc8c0b85be5d4082e25195bc47603f6e
kellyjonbrazil/jc,fde0bc853415418e01616861ace5048770bd97f8
n1nj4sec/pupy,e915574e56789b80ae92ffe30960ee6e9b8046d5
rakam-io/rakam-api,0d9934b68b58dc482b438461296485059e6fe908
containerbuildsystem/cachito,15c4e3d2f3117368a8c5eb72f73a6112567447be
INRIA/spoon,8200a66bfe7a89c7bb2590da906e0ec0dc156e3f
openfisca/country-template,4f8a4ae8482daf9afece94571c50793e98c025b0
SAML-Toolkits/python3-saml,8445fc6e9220f9e7c37a2229eb7c5f865e418de9
rpoleski/MulensModel,10c0194cb558785bd518cf10008063b7d8589a27
Deltares/dfm_tools,9f9580ebfc5c0631599bc4a6c906c758b7f6713d
pyodide/pyodide,2261af6dae612e1b262a7f2cd8b95532fe71b0c0
softmatterlab/DeepTrack2,f255a7f0b186e6171802a04c6dee4d7ce47a4f37
dmitryduev/kowalski-dev,c3169fa7c435ff04f873bcda94067a94f10f2354
jerrymarino/iCompleteMe,de330302b69c2910b285520a2b3538de85d5f00b
n1nj4sec/pupy,8ef657073e8d89a41599bb56a4a29ca52778c855
Deltares/dfm_tools,d421f9af712ebd5d187627ea0b0ae1173bbf6aec
swagger-api/swagger-core,7bbaba55594acc9b8a94988750f431a4bbff1cc3
SAML-Toolkits/python3-saml,b4199c5364d4b4c00d9930d9e4dab655ecdfaf81
n1nj4sec/pupy,5d92fb5368af6f04c6a5449ac056751ad32cceed
Deltares/dfm_tools,e5afcd9eac517cdb4a41448cad802099c6037d61
battlecode/battlecode21,5497123384ce3d142e8afd30a00696afd8e24372
rm3l/maoni,f76632e3b5be8798e37ac62d48b4db23d07a439f
decentralized-identity/universal-resolver,b177969362300fb0a928c83b83b2e0c43d328a7d
milvus-io/pymilvus,b619be7af08d270c8208b5bd15badd424ee2f447
Sygil-Dev/sygil-webui,d957d6ca1d9abe1d40458f6ccc5de6e097e0d1b9
ut-parla/Parla.py,6ebd105143cbae33c1b70ab5f2e798abc9a2b0e9
Deltares/dfm_tools,a041d33d7a794eb17a2fcf37a1fa67fbf9d29f69
riffnshred/nhl-led-scoreboard,b06385382849f3359c994cc09865d2366ec712de
SAML-Toolkits/python3-saml,ded055793d7a6ab7dbe0fc74b67a70a6a88bcbb7
3dcitydb/importer-exporter,a8394292cc292d2fd42bb1a497d76a5d6bfcaf25
themix-project/themix-gui,b9872bc00aba9b74aaa26f38f3d698bead9c6f9c
castorini/anserini,430fccf50a86aa0f99238604dd3969ab0fe9564d
sedmelluq/lavaplayer,952076e068786c60802df9e2229117f0068ac3df
52North/arctic-sea,c819fdf894b3f5d17d7943a12b4054d44d4b8f39
Deltares/dfm_tools,fc5750b0e17f78d5121700200b772adfb4cf2a9c
bup/bup,f9f52d51c510257f07bea9ef90dfb677b2aa9073
rm3l/maoni,6e265dcdcd7eebff62fd41ec2019ca4a1bbe108d
neurostuff/NiMARE,870d22468daa5b18390f9472aa1ef50fe0c761df
SAML-Toolkits/python3-saml,07059170866d411e427d351ff6e76182f85ab660
creativecommons/cc-legal-tools-app,463fdd8e7aea399aa6d6dd41b3f7c9b3a20c6c6e
iotaledger/iri,4d09e77f480068531d672a011ef5be2fc568b3d0
rizac/stream2segment,a9afb5d8e3cebc42778e21373ec8744694a24525
opensearch-project/opensearch-hadoop,795f0201a85d7c9c22cc86ad6ee479a198b85082
DaveJarvis/KeenWrite,01e29751bb446e94ea19675a053c64880af89cf7
lets-blade/blade,0db798b88fbbee818ec303c9bc93a94de2f09c78
rpoleski/MulensModel,15e79c10bb98c20d8c9844448d254c327bf75584
CodeDefenders/CodeDefenders,cff54491277ae0f1c569421eadcbe0a9aabf182a
pythonindia/junction,de96eeda71a478bbfbb28a7e340cf6a9c37dacc6
HDI-Project/ATM,9693bae1a15ee0250dd2c4c932cc6b5d0765bec9
dadoonet/fscrawler,b9c6027dd322f35bf684ece0ae9298d722a6bf21
swagger-api/swagger-core,cecec1619f92f275a143426b106df0f4af7a064d
AzureAD/azure-activedirectory-library-for-android,6e7854ba93e0b8674483e692561905fe063b6700
riffnshred/nhl-led-scoreboard,559727da19a800614ce513f06cd95903fdd0181f
Deltares/dfm_tools,a85018a3be8a45b1153d8fd217b2ab2112bbb9d1
release-engineering/iib,6ba014d223fe7c36db98ca7400d2c98490024b44
MoreUnit/MoreUnit-Eclipse,dfbdf30f4ef5ec77a98d9e38b8b76eb6c28171e6
CodeDefenders/CodeDefenders,3c8eb12533bda495c2af8ada1a87da1c6ca30c8e
open-telemetry/opentelemetry-java,fc28ee56969dd27e310e4ceab7fed11e684a5b10
GatorEducator/gatorgrader,296fe16894a74d1ec055869cc7b0919b736c7554
swagger-api/swagger-core,61ccb51bc33ded0d46fb01bb8ff2f40e7098bd2a
52North/arctic-sea,0cb4ac154db0d1ae6b052728091253d88d1ee5e0
open-telemetry/opentelemetry-java,540ebfa03d5631ab2bc7c6a36b32ce975bb07cd9
chipsalliance/riscv-dv,080c809301ad9e1270617c67fc31d93e34f5303a
KeithSloan/GDML,294e2b0889ab73830e1b9363f33c3cae1c9b2db6
rpoleski/MulensModel,149c3d0387a134487f53dc98b8eab928333283f4
ThePrez/ServiceCommander-IBMi,5bc6251cd31a7432f083cc15e8c55af839397e22
robinostlund/homeassistant-volkswagencarnet,01408cc40f313f5a252e6ff4d5a494f71dad97e5
lets-blade/blade,fcabed6d7a3df3104425f92ebf10ae719fa69b01
opensearch-project/opensearch-hadoop,248f7651656803fd0c0d2fccb1dfc9caa658ec22
dmitryduev/kowalski-dev,fbdd8bee9a54da0d6c920a9eb98fbb8654297b5a
opensearch-project/opensearch-hadoop,a716e5ccb493e7c2819d3c81af32556f65e2bcd2
flasgger/flasgger,29efba55a5d4d64f549bdf98ff36ef3be26e46c2
dmitryduev/kowalski-dev,bc4e6b212bcd6ead520d50d5758891af2149dd69
victorca25/traiNNer,49ef080b0f1e5868addb6b60d7ce9bb390c2f313
DataDog/jmxfetch,4cfb06b8b915c05366036c49873026235f886e0f
clulab/processors,9ecfa85b15be1a67edd1ba152ec65e4615a26130
graalvm/sulong,20686f6a72e222ad0a6ebc6ef002a5b353a45fc6
Colin-b/pyxelrest,d90cee094d41aaad2b52c44b78f8b38b57b123b4
HDI-Project/ATM,09c243fd233f07b3cbf40d239d21ec7e90a071e0
Deltares/dfm_tools,b678642226c2b355c8ee341ec9c09653caaa3e26
DataDog/jmxfetch,d2d6b734feeadf5b3825a58ca0ab5a946eccce26
pyodide/pyodide,c3ac3d3357bd9a4ecd14b7c59a215de341b4c9eb
creativecommons/cc-legal-tools-app,bfcd14ecdb0d1b0849e744332ecc540e8c29cb1b
BlueBrain/NeuroMorphoVis,f32210d72a4ac9141b3f5b5af6e8231d0de7ef4c
swagger-api/swagger-core,39646cfab436f00f9aa472f272b5194a882567bf
DataDog/jmxfetch,8efbc04846ea2187616201dc2e77fe66e90e7eb3
martinpaljak/GlobalPlatformPro,d43f3df8d549feba825b8dc9e7689629e23864aa
riffnshred/nhl-led-scoreboard,92b37e86f996f499a7dce67c1389f6ec3b61c3cb
kokorin/Jaffree,1e041104147ff8147cba475e4fda4038c54bd6d6
graalvm/sulong,3761c2e43cb45f473b1f2eada0016c3f6a919fda
rescuezilla/rescuezilla,8bded075dd20880f1abfe7db7c39579aa4e2ef5f
release-engineering/iib,66428833d87bb3e7de31f764c5b52e32123f5056
NVIDIA/MinkowskiEngine,be5c3c18b26d6a62380d613533b7a939a5458705
jerrymarino/iCompleteMe,e0a3f724e82a14dd43e7de4d1f785e6e5fc3f2a1
kellyjonbrazil/jc,473a6431425fc24a4cc83939ff592e0d49535b9c
opensearch-project/opensearch-hadoop,5cc3f530847a80745241b30bb665815f2c4506fe
rakam-io/rakam-api,c5202ed798287d2be38f38ce004756a8ac554948
sedmelluq/lavaplayer,613550b12b2b155fd0cf124ae04cc9377a21393b
swagger-api/swagger-core,2e98a903d841ae7a7afffe0b76ae34d5c4c4dc55
milvus-io/pymilvus,670d64584fea12bae4a99a1674525145729ead9a
52North/arctic-sea,7661a4e82988fc0770b50174b438f8d5062b602e
CodeDefenders/CodeDefenders,84e59f1703fd87ce5612b40adf392cbd60f83fb1
graalvm/sulong,7bef3297ab044dcd0128667b342747d6a3c940fa
INRIA/spoon,f4116f881811ec1007adf00e44eadff81ee1fd07
sedmelluq/lavaplayer,5ef091f3ce78b4475db9725aefb007270a580948
GatorEducator/gatorgrader,062cff8fcab568c15a3709bac0576e74e33af1fd
dgageot/simplelenium,5a2766e08950429dbe500673d9e19ead7638583e
Kwola/kwola,f5e63fcef8c60330d0c101ed87efedcbfc0b8c22
joshgontijo/rest-client,9a2ffd7bb8936ddc68f0314b3dbe52a93fc2436d
Lingotek/filesystem-connector,69e1789808f4ac1ffdcaf92984727667ede45b79
NVIDIA/MinkowskiEngine,93e4db79504ab18501af6cf29453408f2d043325
kellyjonbrazil/jc,02f7d73fcab3b1053852ec610d723fbcca52d154
glic3rinu/django-orchestra,9880e3ecb3afde0cd3c8a22c53bb1d32ba763b31
sedmelluq/lavaplayer,c63db6c576c0d758bb2d42a29986954edf2c2222
victorca25/traiNNer,c56070972d37e06e1c204e6a5a0f68e160468ebc
Sygil-Dev/sygil-webui,f28255466b9ac758ed8f39a4bd47b0d1d8f9eba7
swagger-api/swagger-core,2f818bd6d1cdebf369121bc11baedb2bb1d30cf9
open-telemetry/opentelemetry-java,792a6926500cc7ea3a884ad42a84d43302f984b1
CodeDefenders/CodeDefenders,075fea267c1cd12d782c68abcbf503c3802f7bbd
3dcitydb/importer-exporter,0424b981661683bbaf05dcc73900d16d669c1307
52North/arctic-sea,643b2edc7231f5cb0e7251229c06c4b17697ff31
rakam-io/rakam-api,12271d02b05ca1ac0ee404791ecd441d9cce5b7d
chipsalliance/riscv-dv,9a78d65f6fd0bdc1c00d723a790c6dc74a7f804b
rakam-io/rakam-api,991ae27042b6bc80ba8ce9cb37e9a23a8ce79b45
swagger-api/swagger-core,d721fc26f3c6448f0a08e8b80e5a961f005cc40c
CoLRev-Environment/colrev,0ccda902239c3e49e79d2527a684dc0b70b9dcd7
bumptech/glide,95c8f811a1a25a9dd893f456dafe2de9deb0f029
glic3rinu/django-orchestra,42158618a2af35954ce76b353cb2379402cbf222
rescuezilla/rescuezilla,f382b42e5b9c2fd8fc54fdd3e40d671ea3ccd1a0
milvus-io/pymilvus,641a0301f21f115b2c86d2540abdbec17287295f
