repo,sha
eclipse-edc/Connector,edb35971c00b9c1007018c5325b0cc5fc5b2b1ba
powerapi-ng/joulehunter,17d35c1c7e01b9a22417c6574a9198aef9aa297c
SUNCAT-Center/CatLearn,99afc924a720799c12175a501d70e6b7f1249b8a
HeIIow2/music-downloader,7c00bd4c841e02d1e254138f41bbd8edc7eaf370
SUNCAT-Center/CatLearn,4accf494a3804743116e1514a2ffc82393d051cc
kcjengr/qtpyvcp,2fbd9522fa1524b797f14bf07472a1a925aea615
SilenceIM/Silence,8586f4d62f476c2b7fa776ae7bf04685718a6d40
UKPLab/sentence-transformers,2ad367924f5beb17ddef80247ee7535c5633f02d
braintree/braintree_python,e730534dc4e6bd4b3b49a1a8013e7210a8ff5d2c
wkentaro/morefusion,323b7d4f14ddb316fb75cb9cf86ab3a02c049dd9
itsallcode/white-rabbit,e75804313622b0eaa829639c4256428108c510b9
bit-bots/YOEO,b13db08149a69388772deb81f827e4c632c16df4
PRODYNA/capt-mifune,187cc337effd075ee1006df134e7922577d6c35c
finos/symphony-bdk-python,4fe1ff3d0b21f1eeae273a6d9d9bb9b03293af13
bit-bots/YOEO,1490deddaaba8a3474b4b40e6beb68d93a1aa798
brokkr/poca,deb0f3ce14be902c114e9974a6cbc9bd1d1d22ea
wiremock/wiremock,b99aab9285c4a7e45c2daccea8239a3ed1482982
green-coding-berlin/green-metrics-tool,3c5f79c5ac1c9a472e709d01d4d7de663cf5f2c1
DICE-UNC/jargon,3658fba523f2781f2d51a8a21223f8d8377d58e0
kjappelbaum/mofdscribe,8edd55fe042666fcfd9b5775a7c25c6788ba41c9
bit-bots/YOEO,6ea99b43fc18f1d66e901d28cef522f017949d01
deepmind/dm-haiku,4cbfeaba186914f90d32d70fb96527b9205ba88d
stratosphereips/Manati,7ad21df281f8e905b807b5f892c29dda20700fa6
brokkr/poca,2f0ee95d1d8364a8f28987c5ecdd628ca20e65ee
LSSTDESC/gcr-catalogs,eed0ee2b11a702bd43d3a33fb8f35c7af8567023
uds-se/FormatFuzzer,e2a05a34c301097b11cd5a4b3030a62f065a1063
wkentaro/morefusion,92b87c43a366fc76498a1b6de04c1978265853f6
mozmeao/snippets-service,3c81e3d271afd6bba47e9b8e693ccf0859958100
bsdci/libioc,11e0577c32fee34d4e12829b622251e78643875e
akto-api-security/akto,bc0502ad5bd8c61f819041554728f74f1b3190ae
apiman/apiman,d242ba194b7e636912ae07c7cc617bb2ac0dd275
chainer/chainer-test,0c429688a6f3c49a64271b062d387ce0f0badb76
deepmind/dm-haiku,9146e9b01e117666f38a47d9be97b145af2daa64
itsallcode/white-rabbit,489b3c80437aecc6ccab45edcaf4479db2841882
apiman/apiman,2143994f7cf133a51e8eb5df8130e71fafbffde6
HeIIow2/music-downloader,a39b5c5f7cf20c729c0cbb933787a49a8788dc28
ctuning/ck-mlperf,11b914f00b7c177358bd168ad052e6dea07c053f
kcjengr/qtpyvcp,31ec9ba375c42ed89463d0ff1876740fd9c8c60a
automatictester/lightning,1208fb462fcf9dc92ca31256f5e37dffca1fe5f7
cqfn/aibolit,6ae68ad92012b12e2f155c5f3b04890d77a22949
powerapi-ng/joulehunter,9c9db39bc62dd4736055de97ab31953524ace86a
DICE-UNC/jargon,cb20608b56606552bc026a51a74ce43cebe1afb5
RMLio/rmlmapper-java,ca1ef327cc3cd7d89b2553d10bcf5e35ecd9c587
RMLio/rmlmapper-java,f5c72e8d81501f44cc1152a38e4c22c37610e05e
UKPLab/sentence-transformers,239fc1b7676179fc675ca366b0235f73cbbe7b84
finos/symphony-bdk-python,b489de9c986d58cdacf848cd3c8763a9d675fd39
cqfn/aibolit,d75201f0d9ef3254fe7b8aecd9963bf4d23381f6
ververica/flink-cdc-connectors,2e3f086553310cf2ddf01bd349bb3122a6f19719
luxonis/depthai,0e43c14f2a81d9a38abd24605efc5e73c9513085
microsoft/dbt-synapse,5c8aa267cf40fe3fa54705e22fa02f66de296074
NeoApplications/Neo-Launcher,8557d3b7770710e8a98ec9d15e08b537e4b2c204
DocNow/twarc,61a9dc58ecf3a6cefd743e5b920a58b6f9f34a9a
Farama-Foundation/Metaworld,983d8f4f2f2423fbfe0b0bfe9732fd0dd7c8afbf
viur-framework/viur-core,54ca298069263de5ffefb32fedff9c5e68a77c77
cqfn/aibolit,a1e219b8b9789d806de2cd7dee263532d1696967
pwncollege/dojo,7b1b5d6ec6ad8b622c5048d73630b032a66c8777
mozilla-conduit/review,5ed023b29d9720a9bf521dadc69b58c022433be2
stanleybak/hylaa,f61854ddcdb957a09e929dec50a6ba7fedc9bed6
LapisBlue/Pore,3fca0d144c1363e4ef9ba83ddf7096eef8e22d39
johndoe31415/x509sak,4bd819628cd37e86d96c37e4af1f9787f20feb11
modcluster/mod_cluster,3db890aa005a24242af7424a8c267c87df73f749
powerapi-ng/joulehunter,4a2e0ccd2c04b174222825942ea7f0fa70fcd8aa
uds-se/FormatFuzzer,0b5ae764f4bda29f6f03b0ed8e772705f8eff30a
JohnHammond/katana,2323280a88b76bd86936a04ec8f96da634ff7e39
DeepDriveMD/DeepDriveMD-pipeline,a2c18c3b390cb63f4e7c8d6a6f53abaa62da45d7
stratosphereips/Manati,d59d3b5a8420c2b44a4751abb572acef7509122f
hmcts/document-management-store-app,e1a94d87cbbffac95993659a40f0954433e7279e
mozilla-conduit/review,f63d0208c92c41b88cf573ebc8ed9dc617b35830
mozmeao/snippets-service,d5d31dbb2d94a0518b88f88587e0e71db54cb11b
jscant/PointVS,185b13efe3875b8c5f52a252ad021cb4de2d7f23
chainer/chainer-test,3b1ef4c3e849df617b491b7c2a8faf1290304cdc
mavlink/MAVSDK-Python,684da83f7367dbd56c02a8695571eb8fa20deff9
igordejanovic/textX,08b225bd4c54c5c47b8ed67a622ef4684877c959
JohnHammond/katana,a124233388cb3923a7a0721232c6dc91068aafc4
jscant/PointVS,ba03b92c391237dd2087b3548980094fdf4c1d49
briis/pyunifiprotect,57ee662d3913a70779e870960523c3310addf9b6
SUNCAT-Center/CatLearn,0ca99a271c1abab57eabe3f855c8e2b7973162b5
eclipse-edc/Connector,112599c76fc47bb9053110502f561853373b18ce
chainer/chainer-test,ba30bf8f4bb8e7fac0752006aa388d4d580ca236
pwncollege/dojo,8a0fac625bd5a0db3e330686c77acb667ca3aa8e
OHDSI/WhiteRabbit,899c804013e4f09a1e882276db4208c1199dd6ea
JaidenAshmore/java-dynamic-sqs-listener,4804bd9f2d0ab00504d71254bb03e8a42cd38fe2
robinandeer/puzzle,ba85f2166506380295df82bdad9991ffb2c9dfc4
isl-org/Open3D-ML,045ae28a623b23d495fdbd056cfa937f2d63d3e6
apiman/apiman,5e558912c0ad1da58fb24921bfaf9781b95897ef
SundeepK/CompactCalendarView,f5f092ea00a7949fac211f1079d9476137f1fccc
rsmusllp/king-phisher,807cb18c34f7e1d647431983235002057aaa3e6b
JohnHammond/katana,172eab6e065e3ab045c670696bfe605f9127ba3d
mavlink/MAVSDK-Python,80f0aa73ec2f3332ed05e61231b14de25c3770ee
wiremock/wiremock,f46597a2f9e96ed96e9ee8d1f150b0854da2e2eb
DICE-UNC/jargon,142e9b9768aadc13595ec1fedf52131c1c226130
uds-se/FormatFuzzer,e40f983332ae297eae7138eef82380fac91d9d98
JaidenAshmore/java-dynamic-sqs-listener,56c5bd325bea63210d2ba77190a99260f00b3c92
isl-org/Open3D-ML,43ecd8eeb987dbaff5b18a608b07b58fa813a733
briis/pyunifiprotect,a7df1c9dd48b9e2119f51c481445c946ceef57a8
darkwizard242/cis_ubuntu_2004,26c8ca1f975fe0be76fb12652d94ece4deddf060
ncats/stitcher,8c8ad8016c7982b64656b6bc54c49fe64b8dd957
ntucllab/libact,e3deb69387cf82e322cbe9b0f5cfe1ea78a037aa
finos/symphony-bdk-python,c0f5b0e26b128d2551bb0658c318c9c661900bc2
uds-se/FormatFuzzer,d2696720a3380e482fc14964b2f916eeba9182fe
NeoApplications/Neo-Launcher,998fe1ac844e8a06059c0fb74487dafc1e28048c
wkentaro/morefusion,895e1a7f69a7aac2b6ebf2d9b0564a0663c2f3d8
bootphon/abkhazia,4d9d28d8ed6c49651c922ea219d4423948c71f93
uvjim/linksys_velop,b93032f497c9a50e181eb448fa98135561883177
RADAR-base/RADAR-Backend,a68638625a770c19f2fc8174e88adec3c978141c
mavlink/MAVSDK-Python,e8aa1711b1156c8812eac85bb74ee15b7125051b
jupyter-incubator/sparkmagic,88ff4c99b2b166a07d387ac4e2173fffcfcd1cfd
NeoApplications/Neo-Launcher,a36bdd80c5e86b98838f78df806b70d842edb77e
retext-project/retext,e4dfefaa71fd69566d37a36065a1952257863742
viur-framework/viur-core,a373849a6186e5a84b5efd70fdb4450604c98c15
deepmind/dm-haiku,6a39725ce1c7bf4c60f0f9809026e5670b57d2a2
wkentaro/morefusion,1470c564c90dfd1f5b21fbc07877e4d63fefa608
jscant/PointVS,5ec72b979dc48aed48a4dc6d8b6a2684123c4990
PRODYNA/capt-mifune,0d468b4a8c144761a40efc6b3f2febf5c9f6a413
LapisBlue/Pore,8fa938dc27bf479eb41974dab999b0b445e56e99
uds-se/FormatFuzzer,ef9a8d31d7ea1a57c570284ddb41ff4a816766bc
ctuning/ck-mlperf,1a2fbb3a54d33942763b4e9d10ba92d804d4807a
chaquo/chaquopy,3d45fb7919aad7eaefbbabe6639b978af0f6c589
retext-project/retext,d66aa564716ca1aa82e692deffef236650fe385b
UKPLab/sentence-transformers,6b292ed8851ec284cfdb33bddd1b2e2260d53c57
ctuning/ck-mlperf,811f2bcddf731e88ed254f8d551555acaa810c1b
autonomio/talos,d51b6e5ba031b5ff2e90b082a9d5546019268e70
napari/napari,9e5ad5766377354a89bbaf388149c3598d6a1e55
apiman/apiman,7e6252d7f0e8745cf245e52e66f0e34874f142ea
stanleybak/hylaa,a3c298d5d9df3e2624bb9e713c8ac3f49cbfeec5
HeIIow2/music-downloader,398811f1c590dfbb1573e4254f216f363db38ad4
ncats/stitcher,4cd89565a2245d6b3e9492eaffa1e78dd2ac9a18
RMLio/rmlmapper-java,f2dd5579306f36490ac8815992a7b41ac8be4ae9
DocNow/twarc,20a2c744d965f2ad8d438afc16900f5541aa7d3d
ntucllab/libact,0003a275283233295aef326084840472e820c560
igordejanovic/textX,c6c91fb186083b06c949f1f07470f1da761e19fd
TitanEmbeds/Titan,f5d53dd89a1426b6647ec39f25a642a8bcb71b08
ververica/flink-cdc-connectors,8162dc7ae3c401bc155bd7516efd2095677d0c2f
robinandeer/puzzle,d46b2f62daab6bb3637eae922eb115c049b4682f
mockito/shipkit,cdccb3a9e334808924d7e3209b5a33f052b39317
itsallcode/white-rabbit,f1940274470f8f44bbae650eb71e4c77def14e75
bit-bots/YOEO,13b188402c5110171e14007b10b131e41f86d856
ntucllab/libact,e359a82e90aed297eca7d89011c8f554ae28c8fc
ververica/flink-cdc-connectors,5ab71318fda37eb4b8b71d62a712631cca47e696
uds-se/FormatFuzzer,f38b55734aaef62348ead6f69435bba4bd205f3c
OHDSI/WhiteRabbit,5f8f68b1a21f73bf5f8539e5494ce3893b2ea46d
mozmeao/snippets-service,8f658fef36913222d314af3a5f2cf014c130b8bc
rhblind/drf-haystack,9550ac73d93b526e27c2f81cacb9d02922a04d0d
PRODYNA/capt-mifune,6559c5592d59df26a6b51361ca32c8d5829dacb8
VariantEffect/MaveDB,8fc53b51e899cb524b0f23c5e199d1cbc5a9120b
bit-bots/YOEO,e9098a919fa311c0aedaffcc74b09bfaac9818be
HeIIow2/music-downloader,0d7fd4496c5191db9e52cb7e779298c17d55aa25
wkentaro/morefusion,719da609aac592da498a98ea76e2dc5987e74b34
kjappelbaum/mofdscribe,b4352edb3b91167ee75bfe8609485f1c9216131f
wkentaro/morefusion,714939ae96e7a71990831157048571dd82f47467
yingshaoxo/auto_everything,3f15490c1a56c4fcc121b0339e5b392c9f3a1be7
