repo,sha
CLARIN-PL/Liner2,aeb54a5f8ef6ebc0e02089d1fdbfae542f8a0abb
urschrei/pyzotero,8df389d33248bac2b95b859c7a07245d9dccd5e5
OpenNMS/alec,172a2dadf5036522328bb62bba656e78ca82dbb5
flexxui/flexx,3dfb8d675d40b30a6e3c3314d9115d4d4f2d91da
aaberg/sql2o,96e762eef0ec5ab06c6392b1174b9ef7b04649ef
JDBDT/jdbdt,1a6ed97f4cff4bf662b73d7d87031c8ca32a67da
Kubeinit/kubeinit,f8b423aabf3b1e4a9ba9e0d9d13435af5430a3f6
eclipse-esmf/esmf-sdk,0ab15bd93f3c485e28601e35900117e8e0cca97e
alorence/django-modern-rpc,d2d028aae74e328c59aae06e8142c2b67cb1d54a
eivindveg/HotSUploader,413d52245b1e6ced7dc6146a8f873d63582c6ecc
urschrei/pyzotero,947fa180f4abd779fb173af3859fbee2011b996e
martinlackner/abcvoting,2fd29bc774c2677702b125bf02eda6e35a3ad228
jordanruthe/KlipperScreen,d2036c13af5dcf9efd58b9411854aae0ea43fe08
openmaraude/APITaxi,7dc60802621d0f5f6aafb1fcf7fb74ddf677274a
iredmail/iRedAPD,47a6f4a60352028b9a6677c5f3b5f76d9ce32433
SpaceMadness/lunar-unity-console,e91c93d39fb2f1976698d7996d4ab41a05375c08
eclipse-esmf/esmf-sdk,616fd7e56374e07616549a88020686fef64bb904
editorsnotes/editorsnotes-server,b6b40088b4a773d777bd3110009ca54a0925368d
DevoInc/python-sdk,c88dfd9f450b48d1a1950001170f46282df6dc9b
dbolya/yolact,f263d1be5f7586c41c46c8f6f5deb2b920c66a7a
PMCC-BioinformaticsCore/janis,56b2466184c1ee8e474bb829203deb952fc251a4
flyve-mdm/android-mdm-agent,3a552da243dda3720d62961d6271c955c40b9e7e
Chameleon-Vision/chameleon-vision,2291a1e1953f2dd9746b22a128c94d1931505a0d
awslabs/aws-crt-java,e2b0fe85050ec9b7957393e0a99de4e07a141d12
databand-ai/dbnd,65b94d022f5abafdfff239dbe3865681955bb592
DualSPHysics/DesignSPHysics,caac76c556d6c7af104bc038e1499c999722a429
dbolya/yolact,297091c4efacbab1b3bd5e16305ac6f8ea6c62e6
apache/openmeetings,b79e74c377994b4b4e4844b2308dea60e11ed104
anish-lakkapragada/SeaLion,f8bb55cc26ac59a95b36ebc50565922de66349d7
meta-flutter/meta-flutter,16b1e9344e041988248879addc1fe73fcc7810d7
eivindveg/HotSUploader,d98357b613506f0a9d4da109520086a68af2abc6
Chameleon-Vision/chameleon-vision,2cebee43c4d83d01fc7f4c08c7eb3886386c69fd
deepmind/pysc2,7a04e74effc88d3e2fe0e4562c99a18d06a099b2
billchen198318/bamboobsc,d73c30c2038f171b6e5f88693c4b7cc602a5f55e
datamill-co/target-postgres,5b9953afeb50e729d542f773b3ac3ba6963d4a78
Minyus/pipelinex,256449059b1e4598403ab6cfd76d2fe458e7ee41
ctuning/ck-autotuning,ede1bf8fe0b743a4199337bfdadd00538340708e
spring/uberserver,10cdf91a7574f298aa8ae177752cf2321e054ea4
awslabs/aws-crt-java,5c73d2aa74fd32c3c61c8b7ab83f344736c10c8e
CPMpy/cpmpy,2c9966aa0f318cf62ff46f8ef3b6b09fa5d9f88f
i2p/i2p.i2p-bote,cf4dfad94681bb24a4f3692ffe0d90082c4ac200
urschrei/pyzotero,6cd2efba69469e90ca129ec8ec13fc6bdac50c6f
meta-flutter/meta-flutter,f46462f3e4b3f6d31c43756eef61fa6bba0b6e4f
ishwi/Chuu,dcb70d1d4d604dcf0b6412f33377738db9423c9b
eradiate/eradiate,94b26c767aba5ae21a4f5cfd297a7c8f0d2dd790
ocelot-collab/ocelot,ffb5452411ff1b22cc096681cc3a11c67fdf8d1b
SPINLab/geometry-learning,480cf9a316bd01f5f1acf2f27e65f588cfe64be5
flexxui/flexx,7f79092c9cf7784ed05d02a3e5a0529888d9be51
denpamusic/homeassistant-plum-ecomax,399b241067cdec761824bb225fe514bfbac878eb
USC-ACTLab/crazyswarm,df706c4b65c7a4c50d485295a53b89bfc1ea7a9e
ChrisRBe/PP-P2P-Parser,c12fca16e92cbbc3789385ccdc5eaf3cc79c83c2
Minyus/pipelinex,7d21d6f2d6cbfa73af6897c1ee472c2d1e4db5d7
openmaraude/APITaxi,489d39318dd82679046756a313e41073558ee319
selcukes/selcukes-java,074a065a49d15d9b2ad099960417b596432e5c4e
jordanruthe/KlipperScreen,9cdc1af14c0cf476e41488c916e25d4875d6458d
marrink-lab/polyply_1.0,a693d82080e3e41e35e5c1be77b419fa5089ddef
SpaceMadness/lunar-unity-console,4c77efb4a0ded2ca4369d9a2f49f4e72d60d3017
ctuning/ck-env,e53aee22f536339647e58b4d63c85039ee84168d
flexxui/flexx,3eacd0b73b67f1b1811b7503843b37c84d2b4f5e
gomint/gomint,ebae6224def89281386534cf2c14ad72ccdfc789
awslabs/aws-crt-java,dad3837984c3bfe4e260dedd4196a95dc9b88d17
gilch/hissp,354bcaadf6cc348addc799db115a3fc6bff8f901
internetarchive/fatcat,c1cdda4cf4c714f92b5fd7676e44ab5a92e637a9
eradiate/eradiate,1a170514832be34a80b3e1a11646f7634bed0dae
apple/swift-source-compat-suite,d05ee8970b162f392107b40b544d40de6c036a43
eclipse-esmf/esmf-sdk,0d58d557b52aa10904fe4428eab7d4a6d9ce44f7
BiglySoftware/BiglyBT,36bbc8c86c2193cea99f3583c28892b3c02c7a1d
iredmail/iRedAPD,1b3c88db6e792030de714d9ea91f6c0834c3d3b5
Niestrat99/AT-Rewritten,0ffcdc7b73d92e7bbc73e97c0ed31c4be0718fa7
denpamusic/homeassistant-plum-ecomax,e604ae767fec911ff88afe3bb04860fbd580f0a9
obriencj/python-javatools,000ebff91cd735b6c7970acb529d9664200cf69d
obriencj/python-javatools,daa8b8d43cde9e8e0821b8d873bacf3e11a5cca2
qctrl/python-open-controls,2cbc5480a70e23c1b905bc1962be49d1e20b4d51
yadage/yadage,8ea23231e1abbe7d45abb5b9aeab8089290b8e47
dbolya/yolact,ef56a8d1ed5daf4c8d3973f098180bc9b3b09bcd
nextstrain/cli,7c9301963e90eedc3b37132c34b8a8448e657c15
EMResearch/EMB,a315d5c49f0d24239b2e72598344222f06b29011
obriencj/python-javatools,a48b40f3c35964af35f4f187e10909b7c834057a
poljar/matrix-nio,c7a8c1f7c782bac6327c36952097ae1cf835f6c6
eradiate/eradiate,7371f095e0138d100d014c5ccec6cb411bab340b
Chameleon-Vision/chameleon-vision,2317924b8b1c4f0b24b4479e3ef53173196065b5
Esri/arcgis-runtime-samples-java,e4adbdee10b08297f338969bfa0497852758527c
PMCC-BioinformaticsCore/janis,f3ef09b48a7adefc94695aabff432de7f7e33b2d
elastic/apm-agent-java,2a60d89e8d981c34b41cf4fd417eb938662c8873
ctuning/ck-autotuning,d2b9da3646bd6a3407762edbda71e1e17f1cbcc4
urschrei/pyzotero,436c58b01f2422ae4f017df5fe07f2038d001a88
CPMpy/cpmpy,500bee0c11a515614d42381d23b005f38934a6b9
ConsenSysMesh/cava,512b0b66fe23ac4dd192f0fff5e211f79a5c41a5
viur-framework/viur-vi,6cca1f9e9fe9b346723abbdf2df802cf48804a45
Ravaelles/Atlantis,96f092ae250be24ff007a7fc865c5ad7aa2adb22
CLARIN-PL/Liner2,81452f5ac5e1a27457b626e03c03dd1db88848de
internetarchive/fatcat,b347264c4e69a0d475994074befe94ab103693f5
selcukes/selcukes-java,44663dd62f6583f4e0895a45e7241f0cf0632884
ishwi/Chuu,4e6c4a340ac1634a8e9f58400c5b6a3de4729f0e
PMCC-BioinformaticsCore/janis,85f5ea464f97493e2af662e746537a7c79702855
urschrei/pyzotero,ef28e972c8d59dfdf52595d048c846a746f092ae
llazzaro/django-scheduler,d9f47806f8bf858b4188ee34514b749c66cc0ebf
kantek/kantek,7792d5590cb77cc9944acd3d8e8739afb1807f5f
SpaceMadness/lunar-unity-console,882f2d3869662e238ff6f12483aacf845a7a2ec4
SpaceMadness/lunar-unity-console,bf8a2e445e9cbebd4aa6a8f724dbfe4537717e1c
JDBDT/jdbdt,c3b81c49b0117a6c12e26143a1be8936d5db50b1
martinlackner/abcvoting,552a536045a64aceb77fa55292cc5ad7d3d3c322
ctuning/ck-autotuning,10d0bcde47a37a551927d226a44e55017335984f
themattinthehatt/behavenet,8f861e398f4e4ca74724c1a535dddab81fc9680d
SPINLab/geometry-learning,2fd489be88b229c08a2852217405ac2e004d763e
databand-ai/dbnd,d346261bd31e2ef80c4cbc1d8706856fee3b32b8
Chameleon-Vision/chameleon-vision,f54beb6d5578f945d2cf8be0cdbbfbb07602ee7a
Niestrat99/AT-Rewritten,eb195bfc583dc1fa4825dc812ce5df308f5144f6
BiglySoftware/BiglyBT,5e92b01a526ed45bf2536b228bb0e0c2e1394155
viur-framework/viur-vi,f5817e0c06f69e80de3361caf02f087e3ffd34d5
mjeanroy/junit-servers,55b178ddaaef0f6cdefa3226a92b4dbd3249882e
Ravaelles/Atlantis,c9fedae2c054b4812ba116f00f8bf93c2a178768
eclipse-esmf/esmf-sdk,eeda84919164fdd7dc2a991f2dca05517b03d548
Esri/arcgis-runtime-samples-java,61c61a5bb35549c2c215003d8c9cfed36bb7aa86
datamill-co/target-postgres,3c15836e682a63fce09b6bf62c04c6b88841407e
Esri/arcgis-runtime-samples-java,15d4237f079633d66aac84cbe7921c236d1459c5
CLARIN-PL/Liner2,894fe9a13e72eec37cd02dab42bf10b33233cd80
themattinthehatt/behavenet,52d6d1b108ea6922c25544bf5c6843477e647b80
clij/clij2,9df32c52b9739866cc6868d82bc538a52f548399
BiglySoftware/BiglyBT,d2258e0a09819c41a1d9acd1e5dca70273727a90
alorence/django-modern-rpc,41dcd49fabe38697735210aaedc953f7f693c4a1
denpamusic/homeassistant-plum-ecomax,7cb72237ff7210894390ca5b0caf922b2072bc0e
denpamusic/homeassistant-plum-ecomax,221c956299da87a95480358b24c6e91af5b8cb05
VDIGPKU/CBNetV2,2e3f90cb39b99007783a46bb96dc419198bcc4c8
catenax-ng/product-edc,194c6040addcd247442ebbd8b49722329e9923b1
obriencj/python-javatools,5addcac9ced12763e2bd7f81a75a033609759d40
Kubeinit/kubeinit,444e89e9caa5b9b0487e7a0126cf06181481cf0b
NanoNLP/medinify,c490a2aee06478612a3cc20cf79dea9f61214003
openmaraude/APITaxi,4869fe43c73e3ccb57af91d7dfca8c355074e546
awslabs/aws-crt-java,c2a60f16514ca0b4ae6bfa6ed0a1f591a5e9fc77
trakt/Plex-Trakt-Scrobbler,990ba99dee177fc8d0ed7bd258faa4eaaa92d6c4
Esri/arcgis-runtime-samples-java,79db820fdf1c1f7a7ea8ec2b8b29aaed2a045eb6
mandiant/capa,862d74029227825a6a3f12e631c330d6880830b6
zeromq/jeromq,13dee33117f9d28deb518c66b4fe66fff3d184bb
openmaraude/APITaxi,219e365e38d21dbbcf0c30896eb5836fb8b4eeb8
urschrei/pyzotero,b803bfc29738e5556cf7b440b80ac784cec4ea7c
nextstrain/cli,9f85fc4349d6463511536a8a75d01199f3202548
smc/Indic-Keyboard,86a82881294637952e2467f2868c385054987737
bcgsc/physlr,6d4955cebfd104479aafd19a98fbaa50c4918c21
Esri/arcgis-runtime-samples-java,9e79f7fef628738f5f73fb6b8b4c47ae5b68b64c
tmbo/questionary,71158f4173bbbd362d912a894a7adceeaa26ae23
SpaceMadness/lunar-unity-console,05ca986d3db75cf0f2d7e2136a9773c21ba661b8
i2p/i2p.i2p-bote,d5864f6258a0815d5a58d599f884537d19cf0e14
iredmail/iRedAPD,ddef7131529dc1c644b964bd733902cfa15bb24f
databand-ai/dbnd,7424005eb2c9d2cbfc1004e57cefe835cb22def2
DominoKit/domino-mvp,e8302a4c60d6d8fa0561c8a88c57fedb8383d50c
clij/clij2,34f927960b1a6aa327e50098ea5383157fa92339
USC-ACTLab/crazyswarm,5c6cdedebbbfd099751614919fdfc4a143516dbc
gomint/gomint,00db70b888e93240320995e30e7f1a29b9560b27
trakt/Plex-Trakt-Scrobbler,84dfa021c914cba4a993543c581a019dd3c2fc3d
TeamPneumatic/pnc-repressurized,2294395bbf9a0706b5eedcc1b15ac1198581d234
ctuning/ck-env,7f13ab3243f46328d70cdaac9a0b8b45a12816e3
ChrisRBe/PP-P2P-Parser,c8e489b2edb772c1b8152beed48a4cee1b88d6f2
SPINLab/geometry-learning,c1535cdabf6c7681511b4bf550f793ccba9ce6fb
JDBDT/jdbdt,5beca3ee9de0af132ad52ffb209f8738440964b7
aaberg/sql2o,cf07d55c73928caf716dea842af7466f2122a3fd
Kubeinit/kubeinit,691208323063fd09824e7457df54523fc95c0605
zeromq/jeromq,e772e53a2c235bc8c6dd1098979e233daaa374d5
themattinthehatt/behavenet,6790d1dac4d6a15b2fe8830d0368f22546c4d41b
yadage/yadage,15888f8f8c06aa50a0e0ed1c2d52b9a31b726345
alorence/django-modern-rpc,136efc3fa9ec3a84355095e33b8fd3c053207094
neo4j/cypher-shell,888bdfedf97a5650b8eead5c36491c43f4a52f9b
eclipse-esmf/esmf-sdk,3eaab6887e3517998043e58b8c43f6a9a19cd9dc
ocelot-collab/ocelot,5fdbcddcb7c287242e43283bdc08b60487a25286
apache/openmeetings,cd98ba98906db9a95710462dccc55aa4f984bbce
EMResearch/EMB,aab65d159eae35664483929755be7045e3f382a5
killbill/killbill-client-java,682e5692b898897fa7013d23475e3187ab4f486c
bcgsc/physlr,7e7cc3ec5f5280ebc3c74366940cc78250d52f26
PMCC-BioinformaticsCore/janis,c72096c153e94f4c65709e02ee7c36606cccf61b
themattinthehatt/behavenet,87fdabba324c9607f1352c033f622419686d981c
TeamPneumatic/pnc-repressurized,9886946ba2468b2e8d3fc14cbe7b5de4de3d69a8
poljar/matrix-nio,96d2e2b299078901a44a65cc1b50872db1f1463b
Kubeinit/kubeinit,bba72d6c0356cfe9e9a0bd6512597d4ea3c33488
deepmind/pysc2,71ecc7c62af90d165eacd143bc7ff789a426eaeb
eradiate/eradiate,c6e43bc584983c76f346a1f05a603fed940e384f
eivindveg/HotSUploader,a9425cbaa59f8d4a1573867b2f36b6375874a25c
trakt/Plex-Trakt-Scrobbler,c0b347ffef1c10fe8f8531ea8ad35c9f053aca56
OpenNMS/alec,5bf3c23315866f1b2eb69de7daa5dddc3b560493
ctuning/ck-autotuning,8216e62722b9d876d246052b263ab72e8a381a13
NanoNLP/medinify,c51ee72c1d5f43c862e7c240f8f3fa9835420e3e
Minyus/pipelinex,8af329917b3f6a9f3e825171757d52933a471e5e
trakt/Plex-Trakt-Scrobbler,304425b7f72905cc4af17991f87c39cb29852606
Esri/arcgis-runtime-samples-java,076ae598677abed5c9731a6f56eda60384611079
nextstrain/cli,1556e7484d9ed4077cf25520d317944f2c8ec36d
themattinthehatt/behavenet,80f18d1af88ae687e7762f08730f36af35419e13
BiglySoftware/BiglyBT,6b059ce954cba3f4717ca540bfee1d142d49b966
openmaraude/APITaxi,38889619ce0f683add63f3367e359633943a45c1
runelite/plugin-hub,79e21c05fa0297aed97504fac00851b982fe48ee
billchen198318/bamboobsc,3b6d2e0bb98c57fea0a843ea15fe7fbced5590e1
ctuning/ck-env,a486167a047c57f3664e418cd61a9bfbaa958ed3
Chameleon-Vision/chameleon-vision,088c32f5737156c8c3da0ff75a1a915951733c4d
SpaceMadness/lunar-unity-console,03518c4aed5d2c3d690e8682f2189f1e4759caed
urschrei/pyzotero,19c0d891d366a495706cb3c28d0c02dec14dc7f6
apache/openmeetings,69c957020c1628a181ce8ddd5e879ded21638eda
Axway-API-Management-Plus/apim-cli,a5ffd3f1642db3a404af8bb006d6888973b896c9
apple/swift-source-compat-suite,6ffcced77665d622b4e6c45ceb4d0a80e6fd013a
DevoInc/python-sdk,6a800fd647247bddb7da3ff0f54e8834ed59a8d4
selcukes/selcukes-java,aac72ce4f153f8299cc18b53ae5e99582a61cca1
CLARIN-PL/Liner2,aa60414c6accbc6a60e0806da84812f6a1554bf4
trakt/Plex-Trakt-Scrobbler,6de4ecfd92dd176e3ee123deeeb4de8900818adb
viur-framework/viur-vi,4340b454d337553195f538d7a7698578fb91035d
iredmail/iRedAPD,f2c1993faec5e4e55923c0eecdf6816beaa7747b
Minyus/pipelinex,405e27de3a856b9f1f1c0b2c344ad3ca67a89ebf
ishwi/Chuu,c6effd61fcdbccb11e5c25c997b839e6ef678e89
flexxui/flexx,7139a02fd45a5dcb1cd9f33543f7d8d767ecfa69
Stratio/Decision,a2fcc3fb34916ba163154939cb114785238fd7bf
CLARIN-PL/Liner2,3931802e11d5adce1bd096a94d7d2b69458f2e17
Vyvy-vi/TearDrops,5c9d0c3c57b92c1368db852519763d2e520a494b
Minyus/pipelinex,7c8b7e8c9d856639a7892021076c64501da603f6
llazzaro/django-scheduler,cd1cf470b5529d4161483bf37b789147e63b6f11
datamill-co/target-postgres,1034b384cf4ab2ff00681dab97b2dbc8b7ba80a3
iredmail/iRedAPD,2aed153fa8f97fee1c523dfa46317d4365178007
flyve-mdm/android-mdm-agent,f29992419bb3a5aa49a657d5fadb327863900158
Ravaelles/Atlantis,ca39f0bb9bac16976edeb5bb79a8a2eeae6cd41e
i2p/i2p.i2p-bote,9c552e0a8a08c74540abaa74bbe316a526556ad5
i2p/i2p.i2p-bote,1ce9c6072e979352cdffebc76961f4762dd8ad26
ConsenSysMesh/cava,0b2c0fc4534e6facbfaf1c0cfa63b3cae4cfa38e
i2p/i2p.i2p-bote,6b246fb0d7fe0284ca06e34e720a218003e3e6b7
runelite/plugin-hub,f5db90a8101c49f4a3bccd72be33aef54f6a221e
DevoInc/python-sdk,c769960fa1a5d32396e8602022a2eecd539cc148
runelite/plugin-hub,b9a6f4f5091657559ceb3339cb587aa5f9a7482c
Kubeinit/kubeinit,8f8dbbcdc15f2e92a2657e5a7a32e7ef49890447
clij/clij2,0d58db286300df17a27a105e17d41454b10d95ce
Minyus/pipelinex,de5baef30f2cbe7437e7c0fb31256f403bc51095
VueGWT/vue-gwt,00a0b8aabcd6e69ec1d9429e444892b6827fd29d
DevoInc/python-sdk,1886247cc20d3ced74a5749fd752ad7394e56f01
deepmind/pysc2,1e66d0a52dbabb3ddb2134c894f5e389bc6e30ba
Minyus/pipelinex,aa390f8c04d3459bd58b3d7919d0c46fd11605d2
ankraft/ACME-oneM2M-CSE,da55fff0314c1f2d211315de00c4ef4e7ee23c58
anish-lakkapragada/SeaLion,40ee9cd7a83870f464de579df329b82c8714dce3
JDBDT/jdbdt,87f704129a4cdbfa4adae59229421bc0f22169db
catenax-ng/product-edc,846473b8539327daca3fc54ed5e08e9a69014566
DevoInc/python-sdk,60315328ca27281778b7b84fb9399e13c218940c
CLARIN-PL/Liner2,7a1e3bfba7b14d30c13b7b11df08cad6975b2a16
ChrisRBe/PP-P2P-Parser,ec562e186b3522aa1748b0aaf60f9263bf93a991
billchen198318/bamboobsc,e937896d0467ad94b7b38991da26336dbcb88437
neo4j/cypher-shell,ec748eaf4c866feae93e5f7b38009252523fd16c
CPMpy/cpmpy,ed6b74451036b7dc0ea1297255af5e17daecd564
USC-ACTLab/crazyswarm,ae09e7a5ac96d372b77b80b6fff722b5fd19b6e2
DominoKit/domino-mvp,6f93d2027d5f2b3df18e9014f82eb81ea5c67cd2
trakt/Plex-Trakt-Scrobbler,d757104790c55156928fa8b3f9abe5130b68f391
EMResearch/EMB,9407d414aab6debe11d7a9748f5619ac51195c85
elastic/apm-agent-java,dc56c2353c705258987066f86811a1db50aa6dfb
flexxui/flexx,9956a5c90234552af727e8c3c07f6736163c03f8
VueGWT/vue-gwt,12748485855986220cc1cc29b53453c33d0783e1
killbill/killbill-client-java,1eba4e66cd35bf07e5764371ec5a5f4e652bafbd
trakt/Plex-Trakt-Scrobbler,06bf6f900a2012c9b68236639d2423cc33a6e378
DragonMinded/netboot,9705f28a5c7064b8a07fa483700dfd11b8a263f6
SPINLab/geometry-learning,ffbd6daa0a02c80cb2ceeba6a804e44b89015e62
smc/Indic-Keyboard,86507b4ac812e506a149f2365c911c15eef453ac
brianmanderson/Dicom_RT_and_Images_to_Mask,22bc5de4b54398a8907f36ce993297564376363a
PMCC-BioinformaticsCore/janis,ec1af50af6f7eb119e6b77e7e1846a5022010b14
gilch/hissp,ae5d0185bd1da60624b63e7dfec8b6f3b98a1d78
Chameleon-Vision/chameleon-vision,5eec368f79584db36e1502beb7834ffb017faec6
Chameleon-Vision/chameleon-vision,3f8f0dabbf7d8a585a52f515c2a729f07438014f
neo4j/cypher-shell,73189f30b14217d39c50d03c15e2004678782d0c
ctuning/ck-autotuning,5b430c2fd6b013c7da6febff1d0d947661441946
mandiant/capa,60f072f0255ee86c1f7e1191b8e20895a4e7e70b
zeromq/jeromq,d318e76c213f0af435fa5d3d22efe303ed7bab39
CLARIN-PL/Liner2,e2b1d75f692dd89936b27cb160dcbc10aa53f056
gilch/hissp,9dec81c36f0e5abb723fb95076af0322748f896e
Vyvy-vi/TearDrops,0ec9699c796230705f62e0591f4c386aa287f0c4
ctuning/ck-autotuning,e0638dff610baab4260142daade41c128636ea9b
NanoNLP/medinify,45e30d853b322545a8a2dd2450fafbecd19f384f
PMCC-BioinformaticsCore/janis,265c7a26bf9273f84ed3718cc292d13bca585579
apache/openmeetings,5f787ceb5d7012797a75a9ed2715ae253fb9a2e1
denpamusic/homeassistant-plum-ecomax,da55ac021cbc2a449e29402ae926b953823ec200
neo4j/cypher-shell,2661e7ee570a0ba8751589697fb9a49e4387dc79
openmaraude/APITaxi,421f594849aa660b84a80612c1d4eb4dc9186ff2
USC-ACTLab/crazyswarm,1ceef592f2300c9ff48822fef8bed3df415ebff9
ocelot-collab/ocelot,d2561da74c031ee702bd5945a7583622c4c19364
SPINLab/geometry-learning,0f6e824a73c29fb6d7e99188dff00ff24e7c8061
VueGWT/vue-gwt,69a3cf4b67ef01dede052a63a07b13ec387294ab
SPINLab/geometry-learning,376b26a6b2a0107e856700ef6b9d50eb255a0f90
spring/uberserver,db39d213b6ef1de03c9ba67490012ba08b578920
poljar/matrix-nio,cd9ca6b2582634576922a62ae8cd99d5d216062b
tmbo/questionary,adc0fc17342ff64d6c8f75e47c26bdf25d4248c4
gilch/hissp,495a1590f370ad458e4bf1de148d0b632ed41f1d
Ravaelles/Atlantis,dc57ea9eca648f6fb3d89c4b4fdbd24a30232cd7
denpamusic/homeassistant-plum-ecomax,dab4349d5709f27750af8d7e13ba105c47fe9ef5
ConsenSysMesh/cava,622909c6eae98e18248fafe6e3c8240db186861a
elastic/apm-agent-java,ff2633f6004e77cd0f85470c460e88ce7d719156
clij/clij2,59a4450869ccd0e048cdde76608787c6c6e65bbb
spring/uberserver,79d12504a8cbe289aea8f2ee9ede45a8d5c4fd16
